"flight_id","arrival_airport","actual_departure","actual_arrival","aircraft_model","seats_per_craft","fuel_consumption","fuel_price_by_month","flight_income","sold_tickets","flight_cost","pnl","rn","flight_occupancy"
136275,"SVO","2017-01-13 10:08:00+00","2017-01-13 11:46:00+00","Boeing 737-300",130,7.8,41435,1825000.00,125,527882,1297118.00,75,96
136423,"SVO","2017-01-10 10:12:00+00","2017-01-10 11:52:00+00","Boeing 737-300",130,7.8,41435,1849400.00,129,538655,1310745.00,76,99
136390,"SVO","2016-12-26 10:06:00+00","2016-12-26 11:47:00+00","Boeing 737-300",130,7.8,38867,1823800.00,125,510324,1313476.00,77,96
136441,"SVO","2017-02-03 10:07:00+00","2017-02-03 11:47:00+00","Boeing 737-300",130,7.8,39553,1837200.00,128,514189,1323011.00,78,98
136389,"SVO","2017-01-18 10:10:00+00","2017-01-18 11:50:00+00","Boeing 737-300",130,7.8,41435,1873800.00,129,538655,1335145.00,79,99
136226,"SVO","2017-01-30 10:08:00+00","2017-01-30 11:48:00+00","Boeing 737-300",130,7.8,41435,1886000.00,130,538655,1347345.00,80,100
136316,"SVO","2017-01-12 10:07:00+00","2017-01-12 11:47:00+00","Boeing 737-300",130,7.8,41435,1886000.00,130,538655,1347345.00,81,100
136338,"SVO","2016-12-19 10:06:00+00","2016-12-19 11:46:00+00","Boeing 737-300",130,7.8,38867,1861600.00,128,505271,1356329.00,82,98
136385,"SVO","2016-12-16 10:10:00+00","2016-12-16 11:50:00+00","Boeing 737-300",130,7.8,38867,1861600.00,128,505271,1356329.00,83,98
136403,"SVO","2017-02-20 10:06:00+00","2017-02-20 11:46:00+00","Boeing 737-300",130,7.8,39553,1873800.00,129,514189,1359611.00,84,99
136262,"SVO","2016-12-28 10:10:00+00","2016-12-28 11:49:00+00","Boeing 737-300",130,7.8,38867,1861600.00,128,500218,1361382.00,85,98
136187,"SVO","2016-12-01 10:09:00+00","2016-12-01 11:49:00+00","Boeing 737-300",130,7.8,38867,1873800.00,129,505271,1368529.00,86,99
136465,"SVO","2016-12-15 10:05:00+00","2016-12-15 11:47:00+00","Boeing 737-300",130,7.8,38867,1886000.00,130,515376,1370624.00,87,100
136273,"SVO","2016-12-09 10:06:00+00","2016-12-09 11:45:00+00","Boeing 737-300",130,7.8,38867,1873800.00,129,500218,1373582.00,88,99
136368,"SVO","2016-12-31 10:07:00+00","2016-12-31 11:47:00+00","Boeing 737-300",130,7.8,38867,1886000.00,130,505271,1380729.00,89,100
136474,"SVO","2016-12-02 10:06:00+00","2016-12-02 11:44:00+00","Boeing 737-300",130,7.8,38867,1886000.00,130,495166,1390834.00,90,100
